locus_tag	gene	type	rv_equivalent	start	end	strand	source	note
ErdFL_0897	ErdFL_0897	CDS	Rv0857	956357	956831	+	ratt	Simliar to Rv0857 of M. tuberculosis H37Rv
ErdFL_0898	dapC	gene	Rv0858c	956827	958021	-	ratt	Simliar to Rv0858c of M. tuberculosis H37Rv
ErdFL_0898	dapC	CDS	Rv0858c	956827	958021	-	ratt	Simliar to Rv0858c of M. tuberculosis H37Rv
ErdFL_0899	ErdFL_0899	gene	Rv0859	958177	959389	+	ratt	Simliar to Rv0859 of M. tuberculosis H37Rv
ErdFL_0899	ErdFL_0899	CDS	Rv0859	958177	959389	+	ratt	Simliar to Rv0859 of M. tuberculosis H37Rv
ErdFL_0900	fadB	gene	Rv0860	959393	961556	+	ratt	Simliar to Rv0860 of M. tuberculosis H37Rv
ErdFL_0900	fadB	CDS	Rv0860	959393	961556	+	ratt	Simliar to Rv0860 of M. tuberculosis H37Rv
ErdFL_0901	ercc3	gene	Rv0861c	961623	963252	-	ratt	Simliar to Rv0861c of M. tuberculosis H37Rv
ErdFL_0901	ercc3	CDS	Rv0861c	961623	963252	-	ratt	Simliar to Rv0861c of M. tuberculosis H37Rv
ErdFL_0902	ErdFL_0902	gene	Rv0862c	963495	965766	-	ratt	Simliar to Rv0862c of M. tuberculosis H37Rv
ErdFL_0902	ErdFL_0902	CDS	Rv0862c	963495	965766	-	ratt	Simliar to Rv0862c of M. tuberculosis H37Rv
ErdFL_0903	ErdFL_0903	gene	Rv0863	965752	966034	+	ratt	Simliar to Rv0863 of M. tuberculosis H37Rv
ErdFL_0903	ErdFL_0903	CDS	Rv0863	965752	966034	+	ratt	Simliar to Rv0863 of M. tuberculosis H37Rv
ErdFL_0904	moaC2	gene	Rv0864	966043	966547	+	ratt	Simliar to Rv0864 of M. tuberculosis H37Rv
ErdFL_0904	moaC2	CDS	Rv0864	966043	966547	+	ratt	Simliar to Rv0864 of M. tuberculosis H37Rv
ErdFL_0905	mog	gene	Rv0865	966543	967026	+	ratt	Simliar to Rv0865 of M. tuberculosis H37Rv
ErdFL_0905	mog	CDS	Rv0865	966543	967026	+	ratt	Simliar to Rv0865 of M. tuberculosis H37Rv
ErdFL_0906	moaE2	gene	Rv0866	967022	967448	+	ratt	Simliar to Rv0866 of M. tuberculosis H37Rv
ErdFL_0906	moaE2	CDS	Rv0866	967022	967448	+	ratt	Simliar to Rv0866 of M. tuberculosis H37Rv
ErdFL_0907	rpfA	gene	Rv0867c	967465	968689	-	ratt	Simliar to Rv0867c of M. tuberculosis H37Rv
ErdFL_0907	rpfA	CDS	Rv0867c	967465	968689	-	ratt	Simliar to Rv0867c of M. tuberculosis H37Rv
		regulatory		968698	968921	-	bakta	De novo annotation with bakta
ErdFL_0908	moaD2	gene	Rv0868c	969136	969415	-	ratt	Simliar to Rv0868c of M. tuberculosis H37Rv
ErdFL_0908	moaD2	CDS	Rv0868c	969136	969415	-	ratt	Simliar to Rv0868c of M. tuberculosis H37Rv
ErdFL_0909	moaA2	gene	Rv0869c	969418	970501	-	ratt	Simliar to Rv0869c of M. tuberculosis H37Rv
ErdFL_0909	moaA2	CDS	Rv0869c	969418	970501	-	ratt	Simliar to Rv0869c of M. tuberculosis H37Rv
ErdFL_0910	ErdFL_0910	gene	Rv0870c	970497	970887	-	ratt	Simliar to Rv0870c of M. tuberculosis H37Rv
ErdFL_0910	ErdFL_0910	CDS	Rv0870c	970497	970887	-	ratt	Simliar to Rv0870c of M. tuberculosis H37Rv
ErdFL_0911	cspB	gene	Rv0871	971051	971459	+	ratt	Simliar to Rv0871 of M. tuberculosis H37Rv
ErdFL_0911	cspB	CDS	Rv0871	971051	971459	+	ratt	Simliar to Rv0871 of M. tuberculosis H37Rv
ErdFL_0912	PE_PGRS15	gene	Rv0872c	971577	973407	-	ratt	Simliar to Rv0872c of M. tuberculosis H37Rv
ErdFL_0912	PE_PGRS15	CDS	Rv0872c	971577	973407	-	ratt	Simliar to Rv0872c of M. tuberculosis H37Rv
ErdFL_0913	fadE10	gene	Rv0873	973667	975620	+	ratt	Simliar to Rv0873 of M. tuberculosis H37Rv
ErdFL_0913	fadE10	CDS	Rv0873	973667	975620	+	ratt	Simliar to Rv0873 of M. tuberculosis H37Rv
ErdFL_0914	ErdFL_0914	gene	Rv0874c	975708	976869	-	ratt	Simliar to Rv0874c of M. tuberculosis H37Rv
ErdFL_0914	ErdFL_0914	CDS	Rv0874c	975708	976869	-	ratt	Simliar to Rv0874c of M. tuberculosis H37Rv
ErdFL_0915	ErdFL_0915	gene	Rv0875c	976968	977457	-	ratt	Simliar to Rv0875c of M. tuberculosis H37Rv
ErdFL_0915	ErdFL_0915	CDS	Rv0875c	976968	977457	-	ratt	Simliar to Rv0875c of M. tuberculosis H37Rv
ErdFL_0916	ErdFL_0916	gene	Rv0876c	977453	979100	-	ratt	Simliar to Rv0876c of M. tuberculosis H37Rv
ErdFL_0916	ErdFL_0916	CDS	Rv0876c	977453	979100	-	ratt	Simliar to Rv0876c of M. tuberculosis H37Rv
ErdFL_0917	ErdFL_0917	gene	Rv0877	979237	980026	+	ratt	Simliar to Rv0877 of M. tuberculosis H37Rv
ErdFL_0917	ErdFL_0917	CDS	Rv0877	979237	980026	+	ratt	Simliar to Rv0877 of M. tuberculosis H37Rv
ErdFL_0918	PPE13	gene	Rv0878c	980048	981365	-	ratt	Simliar to Rv0878c of M. tuberculosis H37Rv
ErdFL_0918	PPE13	CDS	Rv0878c	980048	981365	-	ratt	Simliar to Rv0878c of M. tuberculosis H37Rv
ErdFL_0919	ErdFL_0919	gene	Rv0879c	981642	981918	-	ratt	Simliar to Rv0879c of M. tuberculosis H37Rv
ErdFL_0919	ErdFL_0919	CDS	Rv0879c	981642	981918	-	ratt	Simliar to Rv0879c of M. tuberculosis H37Rv
ErdFL_0920	ErdFL_0920	gene	Rv0880	982095	982527	+	ratt	Simliar to Rv0880 of M. tuberculosis H37Rv
ErdFL_0920	ErdFL_0920	CDS	Rv0880	982095	982527	+	ratt	Simliar to Rv0880 of M. tuberculosis H37Rv
ErdFL_0921	ErdFL_0921	gene	Rv0881	982523	983390	+	ratt	Simliar to Rv0881 of M. tuberculosis H37Rv
ErdFL_0921	ErdFL_0921	CDS	Rv0881	982523	983390	+	ratt	Simliar to Rv0881 of M. tuberculosis H37Rv
ErdFL_0922	ErdFL_0922	gene	Rv0882	983386	983671	+	ratt	Simliar to Rv0882 of M. tuberculosis H37Rv
ErdFL_0922	ErdFL_0922	CDS	Rv0882	983386	983671	+	ratt	Simliar to Rv0882 of M. tuberculosis H37Rv
ErdFL_0923	ErdFL_0923	gene	Rv0883c	983667	984429	-	ratt	Simliar to Rv0883c of M. tuberculosis H37Rv
ErdFL_0923	ErdFL_0923	CDS	Rv0883c	983667	984429	-	ratt	Simliar to Rv0883c of M. tuberculosis H37Rv
ErdFL_0924	serC	gene	Rv0884c	984585	985716	-	ratt	Simliar to Rv0884c of M. tuberculosis H37Rv
ErdFL_0924	serC	CDS	Rv0884c	984585	985716	-	ratt	Simliar to Rv0884c of M. tuberculosis H37Rv
ErdFL_0925	ErdFL_0925	gene	Rv0885	985923	986946	+	ratt	Simliar to Rv0885 of M. tuberculosis H37Rv
ErdFL_0925	ErdFL_0925	CDS	Rv0885	985923	986946	+	ratt	Simliar to Rv0885 of M. tuberculosis H37Rv
ErdFL_0926	fprB	gene	Rv0886	986964	988692	+	ratt	Simliar to Rv0886 of M. tuberculosis H37Rv
ErdFL_0926	fprB	CDS	Rv0886	986964	988692	+	ratt	Simliar to Rv0886 of M. tuberculosis H37Rv
ErdFL_0927	ErdFL_0927	gene	Rv0887c	988674	989133	-	ratt	Simliar to Rv0887c of M. tuberculosis H37Rv
ErdFL_0927	ErdFL_0927	CDS	Rv0887c	988674	989133	-	ratt	Simliar to Rv0887c of M. tuberculosis H37Rv
ErdFL_0928	ErdFL_0928	gene		989835	989985	+	bakta	De novo annotation with bakta
ErdFL_0928	ErdFL_0928	CDS		989835	989985	+	bakta	De novo annotation with bakta
ErdFL_0929	ErdFL_0929	gene	Rv0888	990394	991867	+	ratt	Simliar to Rv0888 of M. tuberculosis H37Rv
ErdFL_0929	ErdFL_0929	CDS	Rv0888	990394	991867	+	ratt	Simliar to Rv0888 of M. tuberculosis H37Rv
ErdFL_0930	citA	gene	Rv0889c	991901	993023	-	ratt	Simliar to Rv0889c of M. tuberculosis H37Rv
ErdFL_0930	citA	CDS	Rv0889c	991901	993023	-	ratt	Simliar to Rv0889c of M. tuberculosis H37Rv
ErdFL_0931	ErdFL_0931	gene	Rv0890c	993109	995758	-	ratt	Simliar to Rv0890c of M. tuberculosis H37Rv
ErdFL_0931	ErdFL_0931	CDS	Rv0890c	993109	995758	-	ratt	Simliar to Rv0890c of M. tuberculosis H37Rv
ErdFL_0932	ErdFL_0932	gene	Rv0891c	995759	996617	-	ratt	Simliar to Rv0891c of M. tuberculosis H37Rv
ErdFL_0932	ErdFL_0932	CDS	Rv0891c	995759	996617	-	ratt	Simliar to Rv0891c of M. tuberculosis H37Rv
ErdFL_0933	ErdFL_0933	gene	Rv0892	997014	998502	+	ratt	Simliar to Rv0892 of M. tuberculosis H37Rv
ErdFL_0933	ErdFL_0933	CDS	Rv0892	997014	998502	+	ratt	Simliar to Rv0892 of M. tuberculosis H37Rv
ErdFL_0934	ErdFL_0934	gene	Rv0893c	998479	999457	-	ratt	Simliar to Rv0893c of M. tuberculosis H37Rv
ErdFL_0934	ErdFL_0934	CDS	Rv0893c	998479	999457	-	ratt	Simliar to Rv0893c of M. tuberculosis H37Rv
ErdFL_0935	ErdFL_0935	gene	Rv0894	999685	1000867	+	ratt	Simliar to Rv0894 of M. tuberculosis H37Rv
ErdFL_0935	ErdFL_0935	CDS	Rv0894	999685	1000867	+	ratt	Simliar to Rv0894 of M. tuberculosis H37Rv
ErdFL_0936	ErdFL_0936	gene	Rv0895	1000943	1002461	+	ratt	Simliar to Rv0895 of M. tuberculosis H37Rv
ErdFL_0936	ErdFL_0936	CDS	Rv0895	1000943	1002461	+	ratt	Simliar to Rv0895 of M. tuberculosis H37Rv
ErdFL_0937	gltA2	gene	Rv0896	1002633	1003929	+	ratt	Simliar to Rv0896 of M. tuberculosis H37Rv
ErdFL_0937	gltA2	CDS	Rv0896	1002633	1003929	+	ratt	Simliar to Rv0896 of M. tuberculosis H37Rv
ErdFL_0938	ErdFL_0938	gene	Rv0897c	1003969	1005577	-	ratt	Simliar to Rv0897c of M. tuberculosis H37Rv
ErdFL_0938	ErdFL_0938	CDS	Rv0897c	1003969	1005577	-	ratt	Simliar to Rv0897c of M. tuberculosis H37Rv
ErdFL_0939	ErdFL_0939	gene	Rv0898c	1005602	1005866	-	ratt	Simliar to Rv0898c of M. tuberculosis H37Rv
ErdFL_0939	ErdFL_0939	CDS	Rv0898c	1005602	1005866	-	ratt	Simliar to Rv0898c of M. tuberculosis H37Rv
ErdFL_0940	arfA	gene	Rv0899	1005973	1006954	+	ratt	Simliar to Rv0899 of M. tuberculosis H37Rv
ErdFL_0940	arfA	CDS	Rv0899	1005973	1006954	+	ratt	Simliar to Rv0899 of M. tuberculosis H37Rv
ErdFL_0941	arfB	gene	Rv0900	1006966	1007119	+	ratt	Simliar to Rv0900 of M. tuberculosis H37Rv
ErdFL_0941	arfB	CDS	Rv0900	1006966	1007119	+	ratt	Simliar to Rv0900 of M. tuberculosis H37Rv
ErdFL_0942	arfC	gene	Rv0901	1007118	1007646	+	ratt	Simliar to Rv0901 of M. tuberculosis H37Rv
ErdFL_0942	arfC	CDS	Rv0901	1007118	1007646	+	ratt	Simliar to Rv0901 of M. tuberculosis H37Rv
ErdFL_0943	prrB	gene	Rv0902c	1007662	1009003	-	ratt	Simliar to Rv0902c of M. tuberculosis H37Rv
ErdFL_0943	prrB	CDS	Rv0902c	1007662	1009003	-	ratt	Simliar to Rv0902c of M. tuberculosis H37Rv
ErdFL_0944	prrA	gene	Rv0903c	1009013	1009724	-	ratt	Simliar to Rv0903c of M. tuberculosis H37Rv
ErdFL_0944	prrA	CDS	Rv0903c	1009013	1009724	-	ratt	Simliar to Rv0903c of M. tuberculosis H37Rv
ErdFL_0945	accD3	gene	Rv0904c	1009854	1011342	-	ratt	Simliar to Rv0904c of M. tuberculosis H37Rv
ErdFL_0945	accD3	CDS	Rv0904c	1009854	1011342	-	ratt	Simliar to Rv0904c of M. tuberculosis H37Rv
ErdFL_0946	echA6	gene	Rv0905	1011368	1012100	+	ratt	Simliar to Rv0905 of M. tuberculosis H37Rv
ErdFL_0946	echA6	CDS	Rv0905	1011368	1012100	+	ratt	Simliar to Rv0905 of M. tuberculosis H37Rv
ErdFL_0947	ErdFL_0947	gene	Rv0906	1012105	1013224	+	ratt	Simliar to Rv0906 of M. tuberculosis H37Rv
ErdFL_0947	ErdFL_0947	CDS	Rv0906	1012105	1013224	+	ratt	Simliar to Rv0906 of M. tuberculosis H37Rv
ErdFL_0948	ErdFL_0948	gene	Rv0907	1013208	1014897	+	ratt	Simliar to Rv0907 of M. tuberculosis H37Rv
ErdFL_0948	ErdFL_0948	CDS	Rv0907	1013208	1014897	+	ratt	Simliar to Rv0907 of M. tuberculosis H37Rv
ErdFL_0949	ctpE	gene	Rv0908	1014893	1017287	+	ratt	Simliar to Rv0908 of M. tuberculosis H37Rv
ErdFL_0949	ctpE	CDS	Rv0908	1014893	1017287	+	ratt	Simliar to Rv0908 of M. tuberculosis H37Rv
ErdFL_0950	ErdFL_0950	gene		1017559	1017718	+	bakta	De novo annotation with bakta
ErdFL_0950	ErdFL_0950	CDS		1017559	1017718	+	bakta	De novo annotation with bakta
ErdFL_0951	ErdFL_0951	gene	Rv0909	1017843	1018023	+	ratt	Simliar to Rv0909 of M. tuberculosis H37Rv
ErdFL_0951	ErdFL_0951	CDS	Rv0909	1017843	1018023	+	ratt	Simliar to Rv0909 of M. tuberculosis H37Rv
ErdFL_0952	ErdFL_0952	gene	Rv0910	1018028	1018463	+	ratt	Simliar to Rv0910 of M. tuberculosis H37Rv
ErdFL_0952	ErdFL_0952	CDS	Rv0910	1018028	1018463	+	ratt	Simliar to Rv0910 of M. tuberculosis H37Rv
ErdFL_0953	ErdFL_0953	gene	Rv0911	1018560	1019334	+	ratt	Simliar to Rv0911 of M. tuberculosis H37Rv
ErdFL_0953	ErdFL_0953	CDS	Rv0911	1018560	1019334	+	ratt	Simliar to Rv0911 of M. tuberculosis H37Rv
ErdFL_0954	ErdFL_0954	gene	Rv0912	1019398	1019848	+	ratt	Simliar to Rv0912 of M. tuberculosis H37Rv
ErdFL_0954	ErdFL_0954	CDS	Rv0912	1019398	1019848	+	ratt	Simliar to Rv0912 of M. tuberculosis H37Rv
ErdFL_0955	ErdFL_0955	gene		1019982	1020213	-	bakta	De novo annotation with bakta
ErdFL_0955	ErdFL_0955	CDS		1019982	1020213	-	bakta	De novo annotation with bakta
ErdFL_0956	ErdFL_0956	gene	Rv0913c	1020379	1021888	-	ratt	Simliar to Rv0913c of M. tuberculosis H37Rv
ErdFL_0956	ErdFL_0956	CDS	Rv0913c	1020379	1021888	-	ratt	Simliar to Rv0913c of M. tuberculosis H37Rv
ErdFL_0957	ErdFL_0957	gene	Rv0914c	1021889	1023128	-	ratt	Simliar to Rv0914c of M. tuberculosis H37Rv
ErdFL_0957	ErdFL_0957	CDS	Rv0914c	1021889	1023128	-	ratt	Simliar to Rv0914c of M. tuberculosis H37Rv
ErdFL_0958	PPE14	gene	Rv0915c	1023220	1024492	-	ratt	Simliar to Rv0915c of M. tuberculosis H37Rv
ErdFL_0958	PPE14	CDS	Rv0915c	1023220	1024492	-	ratt	Simliar to Rv0915c of M. tuberculosis H37Rv
ErdFL_0959	PE7	gene	Rv0916c	1024506	1024806	-	ratt	Simliar to Rv0916c of M. tuberculosis H37Rv
ErdFL_0959	PE7	CDS	Rv0916c	1024506	1024806	-	ratt	Simliar to Rv0916c of M. tuberculosis H37Rv
ErdFL_0960	betP	gene	Rv0917	1025249	1027031	+	ratt	Simliar to Rv0917 of M. tuberculosis H37Rv
ErdFL_0960	betP	CDS	Rv0917	1025249	1027031	+	ratt	Simliar to Rv0917 of M. tuberculosis H37Rv
ErdFL_0961	ErdFL_0961	gene	Rv0918	1027373	1027850	+	ratt	Simliar to Rv0918 of M. tuberculosis H37Rv
ErdFL_0961	ErdFL_0961	CDS	Rv0918	1027373	1027850	+	ratt	Simliar to Rv0918 of M. tuberculosis H37Rv
ErdFL_0962	ErdFL_0962	gene	Rv0919	1027846	1028347	+	ratt	Simliar to Rv0919 of M. tuberculosis H37Rv
ErdFL_0962	ErdFL_0962	CDS	Rv0919	1027846	1028347	+	ratt	Simliar to Rv0919 of M. tuberculosis H37Rv
ErdFL_0963	argT	gene	Rvnt14	1028483	1028556	-	ratt	Simliar to Rvnt14 of M. tuberculosis H37Rv
ErdFL_0963	argT	tRNA	Rvnt14	1028483	1028556	-	ratt	Simliar to Rvnt14 of M. tuberculosis H37Rv
ErdFL_0964	ErdFL_0964	gene	Rv0920c	1028659	1029979	-	ratt	Simliar to Rv0920c of M. tuberculosis H37Rv
ErdFL_0964	ErdFL_0964	CDS	Rv0920c	1028659	1029979	-	ratt	Simliar to Rv0920c of M. tuberculosis H37Rv
ErdFL_0965	ErdFL_0965	gene	Rv0921	1030266	1030848	+	ratt	Simliar to Rv0921 of M. tuberculosis H37Rv
ErdFL_0965	ErdFL_0965	CDS	Rv0921	1030266	1030848	+	ratt	Simliar to Rv0921 of M. tuberculosis H37Rv
ErdFL_0966	ErdFL_0966	gene	Rv0922	1030847	1032500	+	ratt	Simliar to Rv0922 of M. tuberculosis H37Rv
ErdFL_0966	ErdFL_0966	CDS	Rv0922	1030847	1032500	+	ratt	Simliar to Rv0922 of M. tuberculosis H37Rv
ErdFL_0967	ErdFL_0967	gene	Rv0923c	1032675	1033740	-	ratt	Simliar to Rv0923c of M. tuberculosis H37Rv
ErdFL_0967	ErdFL_0967	CDS	Rv0923c	1032675	1033740	-	ratt	Simliar to Rv0923c of M. tuberculosis H37Rv
ErdFL_0968	mntH	gene	Rv0924c	1033740	1035027	-	ratt	Simliar to Rv0924c of M. tuberculosis H37Rv
ErdFL_0968	mntH	CDS	Rv0924c	1033740	1035027	-	ratt	Simliar to Rv0924c of M. tuberculosis H37Rv
ErdFL_0969	ErdFL_0969	gene	Rv0925c	1035058	1035796	-	ratt	Simliar to Rv0925c of M. tuberculosis H37Rv
ErdFL_0969	ErdFL_0969	CDS	Rv0925c	1035058	1035796	-	ratt	Simliar to Rv0925c of M. tuberculosis H37Rv
ErdFL_0970	ErdFL_0970	gene	Rv0926c	1035872	1036949	-	ratt	Simliar to Rv0926c of M. tuberculosis H37Rv
ErdFL_0970	ErdFL_0970	CDS	Rv0926c	1035872	1036949	-	ratt	Simliar to Rv0926c of M. tuberculosis H37Rv
ErdFL_0971	ErdFL_0971	gene	Rv0927c	1037002	1037794	-	ratt	Simliar to Rv0927c of M. tuberculosis H37Rv
ErdFL_0971	ErdFL_0971	CDS	Rv0927c	1037002	1037794	-	ratt	Simliar to Rv0927c of M. tuberculosis H37Rv
ErdFL_0972	pstS3	gene	Rv0928	1038065	1039178	+	ratt	Simliar to Rv0928 of M. tuberculosis H37Rv
ErdFL_0972	pstS3	CDS	Rv0928	1038065	1039178	+	ratt	Simliar to Rv0928 of M. tuberculosis H37Rv
ErdFL_0973	pstC2	gene	Rv0929	1039190	1040165	+	ratt	Simliar to Rv0929 of M. tuberculosis H37Rv
ErdFL_0973	pstC2	CDS	Rv0929	1039190	1040165	+	ratt	Simliar to Rv0929 of M. tuberculosis H37Rv
ErdFL_0974	pstA1	gene	Rv0930	1040161	1041076	+	ratt	Simliar to Rv0930 of M. tuberculosis H37Rv
ErdFL_0974	pstA1	CDS	Rv0930	1040161	1041076	+	ratt	Simliar to Rv0930 of M. tuberculosis H37Rv
ErdFL_0975	pknD	gene	Rv0931c	1041082	1043077	-	ratt	Simliar to Rv0931c of M. tuberculosis H37Rv
ErdFL_0975	pknD	CDS	Rv0931c	1041082	1043077	-	ratt	Simliar to Rv0931c of M. tuberculosis H37Rv
ErdFL_0976	pstS2	gene	Rv0932c	1043098	1044211	-	ratt	Simliar to Rv0932c of M. tuberculosis H37Rv
ErdFL_0976	pstS2	CDS	Rv0932c	1043098	1044211	-	ratt	Simliar to Rv0932c of M. tuberculosis H37Rv
ErdFL_0977	pstB	gene	Rv0933	1044426	1045257	+	ratt	Simliar to Rv0933 of M. tuberculosis H37Rv
ErdFL_0977	pstB	CDS	Rv0933	1044426	1045257	+	ratt	Simliar to Rv0933 of M. tuberculosis H37Rv
ErdFL_0978	pstS1	gene	Rv0934	1045277	1046402	+	ratt	Simliar to Rv0934 of M. tuberculosis H37Rv
ErdFL_0978	pstS1	CDS	Rv0934	1045277	1046402	+	ratt	Simliar to Rv0934 of M. tuberculosis H37Rv
ErdFL_0979	pstC1	gene	Rv0935	1046461	1047478	+	ratt	Simliar to Rv0935 of M. tuberculosis H37Rv
ErdFL_0979	pstC1	CDS	Rv0935	1046461	1047478	+	ratt	Simliar to Rv0935 of M. tuberculosis H37Rv
ErdFL_0980	pstA2	gene	Rv0936	1047479	1048385	+	ratt	Simliar to Rv0936 of M. tuberculosis H37Rv
ErdFL_0980	pstA2	CDS	Rv0936	1047479	1048385	+	ratt	Simliar to Rv0936 of M. tuberculosis H37Rv
ErdFL_0981	mku	gene	Rv0937c	1048361	1049183	-	ratt	Simliar to Rv0937c of M. tuberculosis H37Rv
ErdFL_0981	mku	CDS	Rv0937c	1048361	1049183	-	ratt	Simliar to Rv0937c of M. tuberculosis H37Rv
ErdFL_0982	ligD	gene	Rv0938	1049298	1051578	+	ratt	Simliar to Rv0938 of M. tuberculosis H37Rv
ErdFL_0982	ligD	CDS	Rv0938	1049298	1051578	+	ratt	Simliar to Rv0938 of M. tuberculosis H37Rv
ErdFL_0983	ErdFL_0983	gene	Rv0939	1051574	1053509	+	ratt	Simliar to Rv0939 of M. tuberculosis H37Rv
ErdFL_0983	ErdFL_0983	CDS	Rv0939	1051574	1053509	+	ratt	Simliar to Rv0939 of M. tuberculosis H37Rv
ErdFL_0984	ErdFL_0984	gene	Rv0940c	1053755	1054622	-	ratt	Simliar to Rv0940c of M. tuberculosis H37Rv
ErdFL_0984	ErdFL_0984	CDS	Rv0940c	1053755	1054622	-	ratt	Simliar to Rv0940c of M. tuberculosis H37Rv
ErdFL_0985	ErdFL_0985	gene	Rv0941c	1054706	1055480	-	ratt	Simliar to Rv0941c of M. tuberculosis H37Rv
ErdFL_0985	ErdFL_0985	CDS	Rv0941c	1054706	1055480	-	ratt	Simliar to Rv0941c of M. tuberculosis H37Rv
ErdFL_0986	ErdFL_0986	gene	Rv0942	1055522	1055801	+	ratt	Simliar to Rv0942 of M. tuberculosis H37Rv
ErdFL_0986	ErdFL_0986	CDS	Rv0942	1055522	1055801	+	ratt	Simliar to Rv0942 of M. tuberculosis H37Rv
ErdFL_0987	ErdFL_0987	gene	Rv0943c	1055858	1056899	-	ratt	Simliar to Rv0943c of M. tuberculosis H37Rv
ErdFL_0987	ErdFL_0987	CDS	Rv0943c	1055858	1056899	-	ratt	Simliar to Rv0943c of M. tuberculosis H37Rv
ErdFL_0988	ErdFL_0988	gene	Rv0944	1056927	1057404	+	ratt	Simliar to Rv0944 of M. tuberculosis H37Rv
ErdFL_0988	ErdFL_0988	CDS	Rv0944	1056927	1057404	+	ratt	Simliar to Rv0944 of M. tuberculosis H37Rv
ErdFL_0989	ErdFL_0989	gene	Rv0945	1057409	1058171	+	ratt	Simliar to Rv0945 of M. tuberculosis H37Rv
ErdFL_0989	ErdFL_0989	CDS	Rv0945	1057409	1058171	+	ratt	Simliar to Rv0945 of M. tuberculosis H37Rv
ErdFL_0990	pgi	gene	Rv0946c	1058186	1059848	-	ratt	Simliar to Rv0946c of M. tuberculosis H37Rv
ErdFL_0990	pgi	CDS	Rv0946c	1058186	1059848	-	ratt	Simliar to Rv0946c of M. tuberculosis H37Rv
ErdFL_0991	ErdFL_0991	gene	Rv0947c	1060462	1060693	-	ratt	Simliar to Rv0947c of M. tuberculosis H37Rv
ErdFL_0991	ErdFL_0991	CDS	Rv0947c	1060462	1060693	-	ratt	Simliar to Rv0947c of M. tuberculosis H37Rv
ErdFL_0992	ErdFL_0992	gene	Rv0948c	1060808	1061126	-	ratt	Simliar to Rv0948c of M. tuberculosis H37Rv
ErdFL_0992	ErdFL_0992	CDS	Rv0948c	1060808	1061126	-	ratt	Simliar to Rv0948c of M. tuberculosis H37Rv
ErdFL_0993	uvrD1	gene	Rv0949	1061422	1063738	+	ratt	Simliar to Rv0949 of M. tuberculosis H37Rv
ErdFL_0993	uvrD1	CDS	Rv0949	1061422	1063738	+	ratt	Simliar to Rv0949 of M. tuberculosis H37Rv
ErdFL_0994	ErdFL_0994	gene	Rv0950c	1063818	1064817	-	ratt	Simliar to Rv0950c of M. tuberculosis H37Rv
ErdFL_0994	ErdFL_0994	CDS	Rv0950c	1063818	1064817	-	ratt	Simliar to Rv0950c of M. tuberculosis H37Rv
ErdFL_0995	sucC	gene	Rv0951	1065126	1066290	+	ratt	Simliar to Rv0951 of M. tuberculosis H37Rv
ErdFL_0995	sucC	CDS	Rv0951	1065126	1066290	+	ratt	Simliar to Rv0951 of M. tuberculosis H37Rv
ErdFL_0996	sucD	gene	Rv0952	1066302	1067214	+	ratt	Simliar to Rv0952 of M. tuberculosis H37Rv
ErdFL_0996	sucD	CDS	Rv0952	1066302	1067214	+	ratt	Simliar to Rv0952 of M. tuberculosis H37Rv
ErdFL_0997	ErdFL_0997	gene	Rv0953c	1067276	1068125	-	ratt	Simliar to Rv0953c of M. tuberculosis H37Rv
ErdFL_0997	ErdFL_0997	CDS	Rv0953c	1067276	1068125	-	ratt	Simliar to Rv0953c of M. tuberculosis H37Rv
ErdFL_0998	ErdFL_0998	gene	Rv0954	1068289	1069201	+	ratt	Simliar to Rv0954 of M. tuberculosis H37Rv
ErdFL_0998	ErdFL_0998	CDS	Rv0954	1068289	1069201	+	ratt	Simliar to Rv0954 of M. tuberculosis H37Rv
ErdFL_0999	ErdFL_0999	gene	Rv0955	1069240	1070608	+	ratt	Simliar to Rv0955 of M. tuberculosis H37Rv
ErdFL_0999	ErdFL_0999	CDS	Rv0955	1069240	1070608	+	ratt	Simliar to Rv0955 of M. tuberculosis H37Rv
ErdFL_1000	purN	gene	Rv0956	1070723	1071371	+	ratt	Simliar to Rv0956 of M. tuberculosis H37Rv
ErdFL_1000	purN	CDS	Rv0956	1070723	1071371	+	ratt	Simliar to Rv0956 of M. tuberculosis H37Rv
ErdFL_1001	purH	gene	Rv0957	1071367	1072939	+	ratt	Simliar to Rv0957 of M. tuberculosis H37Rv
ErdFL_1001	purH	CDS	Rv0957	1071367	1072939	+	ratt	Simliar to Rv0957 of M. tuberculosis H37Rv
ErdFL_1002	ErdFL_1002	gene	Rv0958	1073045	1074425	+	ratt	Simliar to Rv0958 of M. tuberculosis H37Rv
ErdFL_1002	ErdFL_1002	CDS	Rv0958	1073045	1074425	+	ratt	Simliar to Rv0958 of M. tuberculosis H37Rv
ErdFL_1003	ErdFL_1003	gene	Rv0959	1074417	1076436	+	ratt	Simliar to Rv0959 of M. tuberculosis H37Rv
ErdFL_1003	ErdFL_1003	CDS	Rv0959	1074417	1076436	+	ratt	Simliar to Rv0959 of M. tuberculosis H37Rv
ErdFL_1004	vapB9	gene	Rv0959A	1076489	1076711	+	ratt	Simliar to Rv0959A of M. tuberculosis H37Rv
ErdFL_1004	vapB9	CDS	Rv0959A	1076489	1076711	+	ratt	Simliar to Rv0959A of M. tuberculosis H37Rv
